rating;name;release_date;comment;like;platform
7;Taiko no Tatsujin: Drum 'n' Fun / Drum Session Review - Rhythm Party;1 yr ago;4;14;NS
8;Battlefield 5 Review - Breaking Through The Front Lines;1 yr ago;164;80;PC
8;Pokemon Let's Go Pikachu And Let's Go Eevee Review;1 yr ago;122;145;NS, NS
3;Overkill's The Walking Dead Review - DOA;1 yr ago;35;24;PC
8;Spyro Reignited Trilogy Review - Fan The Flames;1 yr ago;56;49;PS4
7;11-11: Memories Retold Review - Modernist Warfare;1 yr ago;6;12;PS4, XONE, PC
8;Full Metal Furies Review - Puzzle-Brawler;1 yr ago;8;11;XONE, NS
6;Sinner: Sacrifice for Redemption Review - Trials and Tribulations;1 yr ago;8;12;PC, PS4, XONE, NS
2;The Quiet Man Review - Silence Is Not Golden;1 yr ago;121;40;PS4
7;Cities: Skylines - Industries Review - The Up And Up;1 yr ago;1;19;PC
8;SNK 40th Anniversary Collection Review - It Belongs In A Museum;1 yr ago;20;15;NS
5;Deracine Review - Elementary;1 yr ago;3;7;PS4
8;Football Manager 2019 Review - A Winning Strategy;1 yr ago;1;32;PC
5;Call Of Cthulhu Review - Squid Logic;1 yr ago;41;14;PC, PS4, XONE
9;Diablo 3: Eternal Collection Switch Review - Better With Age;1 yr ago;123;70;NS
8;Gwent Review - Heart Of The Cards;1 yr ago;18;29;PC
5;Black Bird Review - Featherweight;1 yr ago;2;8;NS
8;Transistor Review;1 yr ago;637;39;PC, PS4, NS
6;My Hero One's Justice Review - In Their Own Quirky Ways;1 yr ago;18;12;PS4, XONE
7;WWE 2K19 Review: A Step In The Right Direction;1 yr ago;4;50;PS4
9;Return Of The Obra Dinn Review: The Good Ship;1 yr ago;11;26;PC, MAC
5;NBA 2K Playgrounds 2 Review - Ball Another Day;1 yr ago;2;13;XONE
8;Call Of Duty: Black Ops 4 Review - Zombies, Blackout, Multiplayer;1 yr ago;123;48;PS4
8;Reigns: Game Of Thrones Review: A Westerosi Romp;1 yr ago;4;12;AND, IOS
8;SoulCalibur 6 Review - The New Legend;1 yr ago;85;48;PC, XONE, PS4
5;Lego DC Super-Villains Review: Mediocre Mischief-Makers;1 yr ago;18;10;PS4
8;Dark Souls Remastered Switch Review: A Very Special Revisit;1 yr ago;34;30;NS, NS
7;Starlink: Battle for Atlas Review - Endless Space;1 yr ago;25;38;NS, XONE, PS4
8;Armello Review - Nintendo Switch Update;1 yr ago;26;56;PC, NS
7;Luigi's Mansion Review - Old Haunts;1 yr ago;10;20;3DS
8;The Missing Review - Lost And Found;1 yr ago;2;28;PS4, XONE, PC, NS
8;Child of Light Review;1 yr ago;546;39;XONE, PS3, NS
8;Chasm Review: The Battle Below;1 yr ago;18;35;PC, PS4, NS
7;Super Mario Party Review - Test Those Friendships;1 yr ago;49;49;NS
7;World of Warcraft: Battle For Azeroth - Come One, Come All;1 yr ago;40;35;PC
5;My Memory of Us Review - War Has Changed;1 yr ago;1;19;PC, PS4, XONE
5;FIFA 19 Nintendo Switch Review - Offside;1 yr ago;25;34;NS
6;Pathfinder: Kingmaker Review - The Classics;1 yr ago;27;33;PC
8;Assassin's Creed Odyssey Review - Glory Of Sparta;1 yr ago;334;178;PS4, XONE, PC
7;FIFA 19 Review - Golazo;1 yr ago;52;70;XONE, PS4
9;Forza Horizon 4 Review - Shifting Gears, Shifting Seasons;1 yr ago;278;183;PC, XONE
8;Destiny 2: Forsaken Review - A Grindhouse;1 yr ago;125;129;PS4, PC, XONE
8;Cities: Skylines Review - In The Zone;1 yr ago;179;146;PC, NS
7;Mega Man 11 Review - An Uneven Retro Romp;1 yr ago;40;35;NS, XONE, PS4
7;Freedom Planet Review -- Speedy Ambitions;1 yr ago;9;7;NS
8;Fist Of The North Star: Lost Paradise Review - Be The Tough Boy;1 yr ago;20;41;PS4
4;The Bard's Tale IV: Barrows Deep Review - Lament;1 yr ago;24;28;PC
7;Final Fantasy XV: Pocket Edition HD Review - Nintendo Switch;1 yr ago;24;27;NS
9;Dragon Ball FighterZ Review: The Fast And The Furious;1 yr ago;183;109;XONE, PS4, NS
9;PES 2019 Review;1 yr ago;43;222;PS4
8;Telltale's The Walking Dead: The Final Season Episode 2 Review;1 yr ago;7;19;PS4
9;Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us;1 yr ago;45;59;PC, PS4, XONE
7;Transference Review - In Another World;1 yr ago;1;16;PS4
6;Star Control: Origins Review - Space Oddity;1 yr ago;4;37;PC
8;Broken Sword 5: The Serpent's Curse Review;2 yrs ago;30;27;PC, NS
8;The Gardens Between Review - Dance Among The Stars;2 yrs ago;9;23;NS
8;NHL 19 Review - A Barnburner;2 yrs ago;8;55;XONE, PS4
8;Wasteland 2: Director's Cut Nintendo Switch Review;2 yrs ago;16;24;NS
5;Zone Of The Enders: The 2nd Runner - MARS Review;2 yrs ago;75;12;PS4
9;Undertale Review - Nintendo Switch Update;2 yrs ago;400;992;PC, MAC, PS4, NS
7;Nintendo Labo Vehicle Kit Review: The Most Fun Labo Yet;2 yrs ago;7;10;NS
6;Lamplight City Review - Cold Case;2 yrs ago;3;18;PC
8;Frozen Synapse 2 Review - Cool-Headed;2 yrs ago;1;10;PC
8;428: Shibuya Scramble Review - When Fates Collide;2 yrs ago;5;17;PS4
7;NBA 2K19 Review - Another Year, Another Baller;2 yrs ago;57;41;PS4
8;Valkyria Chronicles 4 Review - Soar High;2 yrs ago;77;39;PS4, XONE, PC, NS
6;Shadow Of The Tomb Raider Review - Guerilla Girl;2 yrs ago;737;208;PS4, PC, XONE
7;NBA Live 19 Review - Dribbling Forward;2 yrs ago;15;25;PS4, XONE
8;Two Point Hospital Review - Laughter Is The Best Medicine;2 yrs ago;10;19;PC
9;Marvel's Spider-Man PS4 Review: Amazing Fantasy;2 yrs ago;505;341;PS4
7;Strange Brigade Review - Co-op With Style;2 yrs ago;18;17;XONE
7;Planet Alpha Review: A Beautiful Planet;2 yrs ago;1;20;NS
6;Donut County Review: Pit Falls;2 yrs ago;6;13;PC
6;Little Dragons Cafe Review - Dragging On;2 yrs ago;2;20;NS
9;Into The Breach Review: A Mechanized Masterpiece;2 yrs ago;86;74;PC, NS
2.4;Vigilante Review;2 yrs ago;0;1;TG16
8;The Messenger Review: Shuriken Sharp;2 yrs ago;15;17;PC, NS
8;The Golf Club 2019 Review;2 yrs ago;8;153;PC
9;Hollow Knight Review - An Exceptional Adventure;2 yrs ago;46;47;NS
7;Monster Hunter Generations Ultimate Review - A Formidable Beast;2 yrs ago;50;15;NS
9;F1 2018 Review - Victory Lap;2 yrs ago;22;63;PS4
6;Death's Gambit Review - A Maddening Mission;2 yrs ago;9;9;PC
5;The King's Bird Review: A Rocky Flight;2 yrs ago;8;11;PC
9;Guacamelee 2 Review - Ready For A Challenge;2 yrs ago;21;17;PS4
7;H1Z1 Battle Royale PS4 Review: All Kills No Frills;2 yrs ago;14;20;PS4
8;The Walking Dead - The Final Season Episode 1: Done Running Review;2 yrs ago;18;49;PS4
9;Phantom Doctrine Review: Tactical Espionage Action;2 yrs ago;25;57;PC
7;Flipping Death Review: Scythe Life;2 yrs ago;4;11;PC
8;Madden NFL 19 Review;2 yrs ago;78;52;XONE
4;We Happy Few Review;2 yrs ago;187;92;PC
9;Unavowed Review: Dressed To Possess;2 yrs ago;39;53;PC
8;Monster Hunter World Review - Deadliest Catch;2 yrs ago;368;142;PS4, PC
8;Overcooked 2 Review - A Great Second Course;2 yrs ago;27;20;NS
9;Dead Cells Review: Rise From Your Grave;2 yrs ago;58;72;PS4, XONE, NS, PC
7;No Man's Sky Review;2 yrs ago;1031;950;PS4
8;No Man's Sky Next Review: You Are Not Alone;2 yrs ago;137;87;PC, PS4, XONE
8;WarioWare Gold Review - Worth Its Weight;2 yrs ago;10;19;3DS
8;The Banner Saga 3 Review;2 yrs ago;19;25;PC
8;Mega Man X Legacy Collection 1 + 2 Review: Mega Museum;2 yrs ago;13;27;NS, PS4
4;Earthfall Review: An Inferior Invasion;2 yrs ago;12;12;XONE
7;Semblance Review;2 yrs ago;1;8;NS
8;Mothergunship Review: Bullet-Hell Extravaganza;2 yrs ago;15;44;PS4, XONE, PC
7;20XX Review - Robot Generation;2 yrs ago;7;8;NS
8;Fighting EX Layer Review: One-On-One Fun;2 yrs ago;26;32;PS4
8;Captain Toad: Treasure Tracker Nintendo Switch Review: Time For Adventure;2 yrs ago;14;34;NS
9;Sonic Mania Plus Review - Encore! Encore!;2 yrs ago;300;223;PS4, XONE, PC, NS
5;Rainbow Skies Review: Rainbow in the Dark;2 yrs ago;13;9;PS3, VITA, PS4
8;The Crew 2 Review - On The Road Again;2 yrs ago;127;102;PS4
8;Wolfenstein 2: The New Colossus Nintendo Switch Review;2 yrs ago;47;48;NS
9;Wreckfest Review: Crashing The Party;2 yrs ago;31;109;PC
8;Lumines Remastered: Groove Is In The Heart;2 yrs ago;1;18;NS, PS4, XONE, PC
6;Crash Bandicoot N Sane Trilogy Review: Marsupial Makeover;2 yrs ago;751;214;PS4, NS, XONE, PC
7;Mario Tennis Aces Review: Aim High;2 yrs ago;65;57;NS
9;Nier: Automata Review;2 yrs ago;793;273;PC, PS4, XONE
8;The Awesome Adventures Of Captain Spirit - Mind Over Matter;2 yrs ago;33;36;XONE, PS4, PC
7;Jurassic World Evolution Review: Life Finds A Way;2 yrs ago;35;65;PS4, PC, XONE
8;Unravel 2 Review: Partners In Twine;2 yrs ago;8;33;PS4, XONE, PC
7;Moonlighter Review: Open For Business;2 yrs ago;10;18;PC, PS4
7;Sushi Striker: The Way Of Sushido Review - Cartoon Cuisine Combat;2 yrs ago;8;10;NS
8;West Of Loathing Review: Wild, Wild West;2 yrs ago;10;27;PC, NS
9;BlazBlue: Cross Tag Battle Review - The Tag Team Dream;2 yrs ago;34;38;NS, PS4
9;Onrush Review: Push It To The Limit;2 yrs ago;71;48;PS4
5;Golem Review: Hidden In Plain Sight;2 yrs ago;3;10;PC
7;Vampyr Review: The City That Never Sleeps;2 yrs ago;165;141;PS4, PC
9;Yoku’s Island Express Review: A Breath of Fresh Air;2 yrs ago;14;41;PC
6;Dillon's Dead-Heat Breakers Review: Running On Fumes;2 yrs ago;1;9;3DS
8;The Forest Review: Are You Afraid Of The Dark?;2 yrs ago;31;47;PC
3;Agony Review: A Captivating Disappointment;2 yrs ago;52;73;PC
8;Street Fighter 30th Anniversary Collection Review - Keep The Past Alive;2 yrs ago;35;57;XONE, NS, PC, PS4
7;Quarantine Circular Review: Who Are We, Really?;2 yrs ago;2;7;PC
3;Conan Exiles Review: Dull And Dense;2 yrs ago;122;123;XONE, PC
7;Wizard Of Legend Review: Fast-Paced Action;2 yrs ago;2;26;NS
7;Detroit: Become Human Review - To Err Is Human;2 yrs ago;383;131;PS4
7;Runner 3 Review: A Bit Of A Trip;2 yrs ago;2;13;NS, PC
5;State Of Decay 2 Review: The Limping Dead;2 yrs ago;503;139;XONE, PC
8;Hyrule Warriors: Definitive Edition Review - The Great Zelda Spin-Off Is Back;2 yrs ago;37;38;NS
7;Framed Collection Review - Worth A Thousand Words;2 yrs ago;0;20;PC, NS
8;Battle Chasers Nightwar Review: Switch It Up;2 yrs ago;5;59;PC, XONE, PS4, NS
6;Battle Chasers: Nightwar Review;2 yrs ago;37;20;PC, PS4
8;FAR: Lone Sails Review: Come Sail Away;2 yrs ago;8;41;PC
6;Destiny 2: Warmind Review - Back To Work;2 yrs ago;144;68;PS4
8;Pillars Of Eternity 2: Deadfire Review - A Pirate's Life For Me;2 yrs ago;65;70;PC
8;Battletech Review: A Tactical PC Game That Will Mech Your Day;2 yrs ago;47;162;PC
8;Total War Saga: Thrones Of Britannia Review - Rule, Britannia;2 yrs ago;20;53;PC
7;City of Brass Review - Hidden Treasure;2 yrs ago;3;14;XONE, PS4, PC
7;Nintendo Labo Review: Variety Kit And Robot Kit;2 yrs ago;25;13;NS
9;Donkey Kong Country: Tropical Freeze Review - A Blast From The Past;2 yrs ago;143;49;NS
6;Donkey Kong Country: Tropical Freeze Review;2 yrs ago;1935;31;WIIU
7;Jotun: Valhalla Edition Switch Review - A Slight Downgrade;2 yrs ago;7;8;NS
9;Frostpunk Review: Damned If You Do, Damned If You Don't;2 yrs ago;47;107;PC
7;The Invisible Hours Review: From Every Angle;2 yrs ago;3;24;XONE
7;The Swords Of Ditto Review: One Good Turn Deserves Another;2 yrs ago;5;20;PS4, PC
8;The Alliance Alive Review: A Change Of Pace;2 yrs ago;14;14;3DS
8;Life Is Strange: Before The Storm Review - Keep the Good Times Rolling;2 yrs ago;21;43;PC, XONE, PS4
8;Yakuza 6: The Song Of Life Review: Tokyo Drifter;2 yrs ago;117;56;PS4
9;God Of War Review: Out With The Old, In With The New;2 yrs ago;896;445;PS4
6;Penny-Punching Princess Review: In For A Pound;2 yrs ago;0;6;NS
4;Extinction Review - A Giant Mess;2 yrs ago;52;41;PC, XONE, PS4
8;Fortnite: Battle Royale Review - Laying The Foundation;2 yrs ago;41;80;PC
9;Far Cry 5 Review: Rocky Mountain High;2 yrs ago;628;350;PS4, XONE
8;Minit Review - Gone In 60 Seconds;2 yrs ago;9;13;PC, PS4
7;Kerbal Space Program: Making History Review - Shoot For The Mun;2 yrs ago;3;13;PC
6;Orwell: Ignorance Is Strength Review - Staunch Surveillance;2 yrs ago;0;10;PC
9;MLB The Show 18 Review: A Home Run;2 yrs ago;66;54;PS4
6;Sea Of Thieves Review: Set Sail With Trepidation;2 yrs ago;591;56;XONE
4;Bridge Constructor Portal Review;2 yrs ago;43;23;NS
9;Batman: The Enemy Within Episode 5 Review - No More Joking Around;2 yrs ago;7;40;PS4
6;H1Z1 Review: Still On The Ground Floor;2 yrs ago;13;18;PC
8;Ni No Kuni 2: Revenant Kingdom Review - A Regal Joyride;2 yrs ago;142;60;PC
6;A Way Out Review: You Can't Have One Without The Other;2 yrs ago;123;62;PS4
7;Detective Pikachu Review: Elementary, My Dear Watt-son;2 yrs ago;7;15;3DS
8;Attack on Titan 2 Review: Colossal Action;2 yrs ago;27;62;PS4
8;Surviving Mars Review: Building The Final Frontier;2 yrs ago;32;71;PC
4;Bravo Team Review: Back To Basics;2 yrs ago;18;12;PS4
8;Kirby Star Allies Review: Take It Easy;2 yrs ago;131;37;NS
6;The 25th Ward: The Silver Case Review: Obstruction Of Justice;2 yrs ago;0;2;PS4
7;Pit People Review;2 yrs ago;8;9;PC
7;Q.U.B.E. 2 Review: Think Inside The Box;2 yrs ago;8;11;PS4
5;Gravel Review: Slow And Steady Doesn't Win The Race;2 yrs ago;18;14;PS4
7;Mulaka Review: Of Myth And Monsters;2 yrs ago;26;28;PS4, NS
8;Mario & Luigi: Superstar Saga + Bowser's Minions Review;2 yrs ago;9;23;3DS
8;Pac-Man: Championship Edition 2 Review;2 yrs ago;19;54;PS4, XONE, PC, NS
5;Metal Gear Survive Review: Too Harsh To Enjoy;2 yrs ago;490;88;PS4
6;Where The Water Tastes Like Wine Review: Hard Travelin';2 yrs ago;9;19;PC
8;Moss Review: Tiny Triumph;2 yrs ago;27;32;PS4
5;Payday 2 Switch Review: Mo' Money Mo' Problems;2 yrs ago;59;21;NS
7;Payday 2 Review;2 yrs ago;191;18;PC, PS3, X360
6;Age Of Empires: Definitive Edition Review: Antique Revival;2 yrs ago;77;56;PC
8;Kingdom Come: Deliverance Review: The Past Comes At You Fast;2 yrs ago;359;209;PC, XONE, PS4
7;Fe Review: Strike A Chord;2 yrs ago;5;9;NS
6;Secret Of Mana Review: Where Secrets Go, Trouble Follows;2 yrs ago;46;19;PS4
3;Rust Review: Life Is Fleeting;2 yrs ago;647;373;PC
7;Attack Of The Earthlings Review: The Tables Have Turned;2 yrs ago;5;17;PC
4;Aegis Defenders Review;2 yrs ago;8;6;NS
10;Bayonetta 2 Review;2 yrs ago;5601;162;WIIU, NS
7;Dynasty Warriors 9 Review: A New World;2 yrs ago;65;47;PS4
9;Owlboy Review: A Heartfelt Tale;2 yrs ago;176;103;PC, NS
6;The Longest Five Minutes Review: The Power Of Memories;2 yrs ago;7;7;NS
6;Crossing Souls Review: Stuck In The Past;2 yrs ago;10;10;PC
8;Radiant Historia Perfect Chronology Review: Time After Time After Time;2 yrs ago;12;23;3DS
8;Civilization 6: Rise And Fall Review: A New Era;2 yrs ago;32;46;PC
8;Dragon Quest Builders Review: Working The Land;2 yrs ago;51;86;NS
7;Dandara Review: Off The Wall;2 yrs ago;12;14;NS, PC
5;Dissidia Final Fantasy NT Review: A Messy Mashup;2 yrs ago;60;21;PS4
8;UFC 3 Review: A Tense, Exciting, And Dynamic Recreation Of MMA;2 yrs ago;55;42;PS4
9;Night In The Woods Review;2 yrs ago;65;120;PS4, PC, NS
6;OK K.O.! Let's Play Heroes Review: Pulling Punches;2 yrs ago;1;7;PC
9;Shadow Of The Colossus Review: A Timeless Classic;2 yrs ago;308;62;PS4
9;Subnautica Review: A Water Wonderland;2 yrs ago;48;133;PC
6;Lost Sphear Review: Short Of The Mark;2 yrs ago;32;14;PS4
9;Celeste Review: More Than Just A Great Platformer;2 yrs ago;38;45;NS
8;MLB The Show 17 Review;2 yrs ago;58;35;PS4
9;Iconoclasts Review;2 yrs ago;46;34;PS4, VITA
8;The Inpatient Review;2 yrs ago;44;76;PS4
3;AO Tennis Review;2 yrs ago;27;32;PS4
9;The Red Strings Club Review;2 yrs ago;49;34;PC
9;Batman: The Enemy Within - Episode 4: What Ails You Review;2 yrs ago;9;27;PS4, XONE, PC
9;Street Fighter 5: Arcade Edition Review;2 yrs ago;163;82;PC, PS4
7;Spellforce 3 Review;2 yrs ago;20;46;PC
7;Tiny Metal Review;2 yrs ago;43;23;NS, PC
5;Brawlout Review;2 yrs ago;10;23;NS
8;L.A. Noire: The VR Case Files Review;2 yrs ago;28;44;PC
8;PlayerUnknown's Battlegrounds Review;2 yrs ago;236;114;PC
3;Hello Neighbor Review;2 yrs ago;105;312;PC
8;Gorogoa Review;2 yrs ago;13;19;PC, NS
8;The Legend of Zelda: Breath Of The Wild - The Champions' Ballad Review;2 yrs ago;78;56;NS
7;Rumu Review;2 yrs ago;18;18;PC
5;Destiny 2: Curse Of Osiris Review;2 yrs ago;155;34;PS4
7;Steep: Road To The Olympics Review;2 yrs ago;8;37;PS4
7;Doom VFR Review;2 yrs ago;25;25;PS4
7;Xenoblade Chronicles 2 Review;2 yrs ago;535;104;NS
8;Rive Review;2 yrs ago;24;34;PC, PS4, NS
8;Batman: The Enemy Within - Episode 3: Fractured Mask Review;2 yrs ago;17;25;PC
7;LA Noire Switch Review;2 yrs ago;98;47;NS
6;Star Wars Battlefront II Review;2 yrs ago;1017;366;PS4, XONE, PC
8;Pokemon Ultra Sun And Ultra Moon Review;2 yrs ago;50;48;3DS, 3DS
9;Football Manager 2018 Review;2 yrs ago;31;84;PC
8;The Elder Scrolls V: Skyrim Switch Review;2 yrs ago;275;66;NS
7;Ashes Cricket Review;2 yrs ago;24;135;PS4
7;Lego Marvel Super Heroes 2 Review;2 yrs ago;4;31;PS4
7;Doom Switch Review;2 yrs ago;286;44;NS
8;GT Sport Review;2 yrs ago;102;79;PS4
8;Hand Of Fate 2 Review;2 yrs ago;4;22;PC
9;Rocket League Switch Review;2 yrs ago;43;54;NS
5;Sonic Forces Review;2 yrs ago;119;44;PS4, XONE, NS, PC
8;Etrian Odyssey 5: Beyond The Myth Review;2 yrs ago;41;25;3DS
6;Spelunker Party Review;2 yrs ago;6;9;NS
6;Steven Universe: Save the Light Review;2 yrs ago;11;17;PS4
5;Need For Speed Payback Review;2 yrs ago;278;130;PS4, XONE
5;Oure Review;2 yrs ago;12;6;PS4
8;Horizon: Zero Dawn - The Frozen Wilds Review;2 yrs ago;161;51;PS4
9;Call Of Duty: WWII Review;2 yrs ago;793;329;XONE, PS4
6;Super Lucky's Tale Review;2 yrs ago;100;28;XONE, PC, XONE
9;Wolfenstein 2: The New Colossus Review;2 yrs ago;633;231;PS4, PC, XONE
7;Life Is Strange: Before The Storm - Episode 2 - Brave New World Review;2 yrs ago;5;7;PS4
7;Megaton Rainfall Review;2 yrs ago;5;25;PS4
7;The Mummy Demastered Review;2 yrs ago;25;15;PS4
10;Super Mario Odyssey Review;2 yrs ago;701;206;NS
7;Assassin's Creed Origins Review;2 yrs ago;664;238;PS4, XONE, PC, XONE, PC, PS4
7;Arktika.1 Review;2 yrs ago;24;16;PC
8;Destiny 2 Review;2 yrs ago;492;141;PS4, XONE, PC
8;Golf Story Review;2 yrs ago;37;25;NS
4;Elex Review;2 yrs ago;240;85;PS4
5;WWE 2K18 Review;2 yrs ago;110;104;PS4, XONE, PC
6;Fire Emblem Warriors Review;2 yrs ago;100;41;NS
8;South Park: The Fractured But Whole Review;2 yrs ago;120;72;XONE, PC, PS4
8;The Evil Within 2 Review;2 yrs ago;255;135;PC, XONE, PS4
8;The Flame in the Flood Review;2 yrs ago;57;177;PC
9;Stardew Valley Review;2 yrs ago;231;331;PC, PS4, NS
7;A Hat In Time Review;2 yrs ago;46;33;PC
7;Gundam Versus Review;2 yrs ago;13;25;PS4
8;Axiom Verge Review;2 yrs ago;175;41;PS4, NS
5;FIFA 18 Nintendo Switch Review;2 yrs ago;144;67;NS
8;Batman - The Enemy Within: The Enigma - Episode 1 Review;2 yrs ago;0;28;PC
8;Batman: The Enemy Within - Episode 2: The Pact Review;2 yrs ago;0;41;PC
8;Forza Motorsport 7 Review;2 yrs ago;400;72;XONE, PC, XONE
7;NBA Live 18 Review;2 yrs ago;11;47;PS4, XONE
5;Star Fox 2 Review;2 yrs ago;261;30;SNES
7;Danganronpa V3: Killing Harmony Review;2 yrs ago;12;24;PS4, VITA
7;WRC 7 Review;2 yrs ago;3;60;PS4
7;Figment Review;2 yrs ago;0;25;PC
8;NBA 2K18 Review;2 yrs ago;69;66;PS4, NS, XONE
9;Total War: Warhammer 2 Review;2 yrs ago;73;44;PC
8;Ruiner Review;2 yrs ago;18;28;PC
9;SteamWorld Dig 2 Review;2 yrs ago;54;34;NS, PC
7;FIFA 18 Review;2 yrs ago;148;111;XONE, PC, PS4
7;Project Cars 2 Review;2 yrs ago;249;66;PS4
8;Marvel Vs. Capcom: Infinite Review;2 yrs ago;129;45;XONE, PS4
8;Tooth And Tail Review;3 yrs ago;23;14;PC, PS4
7;NHL 18 Review;3 yrs ago;5;48;PS4
8;Echo Review;3 yrs ago;35;37;PC
8;PES 2018 Review;3 yrs ago;114;208;PC, PS4, PS3, X360, XONE
8;Dishonored: Death Of The Outsider Review;3 yrs ago;96;35;PS4, XONE, PC, XONE, PC, PS4
5;Don't Knock Twice Review;3 yrs ago;13;24;PS4
8;Ys VIII: Lacrimosa Of Dana Review;3 yrs ago;91;59;PS4
6;ARK: Survival Evolved Review;3 yrs ago;115;93;PC
9;Metroid: Samus Returns Review;3 yrs ago;121;69;3DS
7;Knack 2 Review;3 yrs ago;71;28;PS4
8;Everybody's Golf Review;3 yrs ago;39;75;PS4
9;XCOM 2: War Of The Chosen Review;3 yrs ago;122;67;PC
8;Life Is Strange: Before The Storm - Episode 1 - Awake Review;3 yrs ago;196;59;PC
7;Warriors All-Stars Review;3 yrs ago;24;18;PS4
6;Last Day Of June Review;3 yrs ago;6;15;PS4
8;Absolver Review;3 yrs ago;66;90;PC
9;Mario + Rabbids: Kingdom Battle Review;3 yrs ago;291;122;NS
9;F1 2017 Review;3 yrs ago;85;77;PS4, PC
7;Distrust Review;3 yrs ago;11;19;PC
9;Madden NFL 18 Review;3 yrs ago;186;77;XONE, PS4
6;Guardians Of The Galaxy - Episode 3: More Than A Feeling Review;3 yrs ago;8;7;PC
6;Yonder: The Cloud Catcher Chronicles Review;3 yrs ago;2;30;PS4
7;The Pillars Of The Earth Review;3 yrs ago;21;48;XONE
9;Thumper Review;3 yrs ago;58;79;PC, PS4, NS, XONE
9;Uncharted: The Lost Legacy Review;3 yrs ago;534;204;PS4, PS4
9;Observer Review;3 yrs ago;71;153;PC
6;The Long Dark Review;3 yrs ago;46;51;PC
4;Agents Of Mayhem Review;3 yrs ago;270;62;PS4
6;Matterfall Review;3 yrs ago;19;10;PS4
8;Lawbreakers PC Review;3 yrs ago;29;28;PC
7;Lawbreakers PS4 Review;3 yrs ago;28;12;PS4
8;Gigantic Review;3 yrs ago;31;41;PC
6;Mega Man Legacy Collection 2 Review;3 yrs ago;33;17;PC, PS4
9;Rez Infinite Review;3 yrs ago;63;50;PS4
6;Redeemer Review;3 yrs ago;9;15;PC
7;Tacoma Review;3 yrs ago;81;36;PC, XONE
5;Miitopia Review;3 yrs ago;9;47;3DS
8;For Honor Review;3 yrs ago;306;218;PC
8;Sundered Review;3 yrs ago;12;24;PC
6;Hey Pikmin Review;3 yrs ago;10;15;3DS
9;Pyre Review;3 yrs ago;63;42;PS4, PC
8;Splatoon 2 Review;3 yrs ago;136;63;NS
7;Diablo 3: Rise Of The Necromancer Review;3 yrs ago;104;81;PC
8;Final Fantasy 14: Stormblood Review;3 yrs ago;65;33;PC
9;Final Fantasy 12: The Zodiac Age Review;3 yrs ago;261;75;PS4
7;Rakuen Review;3 yrs ago;2;10;PC
4;The Mage's Tale Review;3 yrs ago;16;18;PC
